SYMBOL,NAME OF COMPANY,SERIES,Unnamed: 8,YahooEquiv,Yahoo_Equivalent_Code
CHEMCON,Chemcon Speciality Chemicals Limited,EQ,.NS,CHEMCON.NS,"'CHEMCON.NS',"
CHEMFAB,Chemfab Alkalis Limited,EQ,.NS,CHEMFAB.NS,"'CHEMFAB.NS',"
CHENNPETRO,Chennai Petroleum Corporation Limited,EQ,.NS,CHENNPETRO.NS,"'CHENNPETRO.NS',"
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,EQ,.NS,CHOLAFIN.NS,"'CHOLAFIN.NS',"
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,EQ,.NS,CHOLAHLDNG.NS,"'CHOLAHLDNG.NS',"
CIGNITITEC,Cigniti Technologies Limited,EQ,.NS,CIGNITITEC.NS,"'CIGNITITEC.NS',"
CINELINE,Cineline India Limited,EQ,.NS,CINELINE.NS,"'CINELINE.NS',"
CINEVISTA,Cinevista Limited,EQ,.NS,CINEVISTA.NS,"'CINEVISTA.NS',"
CIPLA,Cipla Limited,EQ,.NS,CIPLA.NS,"'CIPLA.NS',"
CLEDUCATE,CL Educate Limited,EQ,.NS,CLEDUCATE.NS,"'CLEDUCATE.NS',"
CMICABLES,CMI Limited,BE,.NS,CMICABLES.NS,"'CMICABLES.NS',"
COALINDIA,Coal India Limited,EQ,.NS,COALINDIA.NS,"'COALINDIA.NS',"
COCHINSHIP,Cochin Shipyard Limited,EQ,.NS,COCHINSHIP.NS,"'COCHINSHIP.NS',"
COFORGE,Coforge Limited,EQ,.NS,COFORGE.NS,"'COFORGE.NS',"
COLPAL,Colgate Palmolive (India) Limited,EQ,.NS,COLPAL.NS,"'COLPAL.NS',"
COMPINFO,Compuage Infocom Limited,EQ,.NS,COMPINFO.NS,"'COMPINFO.NS',"
COMPUSOFT,Compucom Software Limited,BE,.NS,COMPUSOFT.NS,"'COMPUSOFT.NS',"
CONCOR,Container Corporation of India Limited,EQ,.NS,CONCOR.NS,"'CONCOR.NS',"
CONFIPET,Confidence Petroleum India Limited,EQ,.NS,CONFIPET.NS,"'CONFIPET.NS',"
CONSOFINVT,Consolidated Finvest & Holdings Limited,EQ,.NS,CONSOFINVT.NS,"'CONSOFINVT.NS',"
CONTROLPR,Control Print Limited,EQ,.NS,CONTROLPR.NS,"'CONTROLPR.NS',"
CORALFINAC,Coral India Finance & Housing Limited,EQ,.NS,CORALFINAC.NS,"'CORALFINAC.NS',"
CORDSCABLE,Cords Cable Industries Limited,EQ,.NS,CORDSCABLE.NS,"'CORDSCABLE.NS',"
COROMANDEL,Coromandel International Limited,EQ,.NS,COROMANDEL.NS,"'COROMANDEL.NS',"
COUNCODOS,Country Condo's Limited,BE,.NS,COUNCODOS.NS,"'COUNCODOS.NS',"
CREATIVE,Creative Peripherals and Distribution Limited,EQ,.NS,CREATIVE.NS,"'CREATIVE.NS',"
CREATIVEYE,Creative Eye Limited,EQ,.NS,CREATIVEYE.NS,"'CREATIVEYE.NS',"
CREDITACC,CREDITACCESS GRAMEEN LIMITED,EQ,.NS,CREDITACC.NS,"'CREDITACC.NS',"
CREST,Crest Ventures Limited,EQ,.NS,CREST.NS,"'CREST.NS',"
CRISIL,CRISIL Limited,EQ,.NS,CRISIL.NS,"'CRISIL.NS',"
CROMPTON,Crompton Greaves Consumer Electricals Limited,EQ,.NS,CROMPTON.NS,"'CROMPTON.NS',"
CSBBANK,CSB Bank Limited,EQ,.NS,CSBBANK.NS,"'CSBBANK.NS',"
CTE,Cambridge Technology Enterprises Limited,EQ,.NS,CTE.NS,"'CTE.NS',"
CUB,City Union Bank Limited,EQ,.NS,CUB.NS,"'CUB.NS',"
CUBEXTUB,Cubex Tubings Limited,BE,.NS,CUBEXTUB.NS,"'CUBEXTUB.NS',"
CUMMINSIND,Cummins India Limited,EQ,.NS,CUMMINSIND.NS,"'CUMMINSIND.NS',"
CUPID,Cupid Limited,EQ,.NS,CUPID.NS,"'CUPID.NS',"
CYBERMEDIA,Cyber Media (India) Limited,BE,.NS,CYBERMEDIA.NS,"'CYBERMEDIA.NS',"
CYBERTECH,Cybertech Systems And Software Limited,EQ,.NS,CYBERTECH.NS,"'CYBERTECH.NS',"
CYIENT,Cyient Limited,EQ,.NS,CYIENT.NS,"'CYIENT.NS',"
DABUR,Dabur India Limited,EQ,.NS,DABUR.NS,"'DABUR.NS',"
DALBHARAT,Dalmia Bharat Limited,EQ,.NS,DALBHARAT.NS,"'DALBHARAT.NS',"
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,EQ,.NS,DALMIASUG.NS,"'DALMIASUG.NS',"
DAMODARIND,Damodar Industries Limited,EQ,.NS,DAMODARIND.NS,"'DAMODARIND.NS',"
DANGEE,Dangee Dums Limited,EQ,.NS,DANGEE.NS,"'DANGEE.NS',"
DATAMATICS,Datamatics Global Services Limited,EQ,.NS,DATAMATICS.NS,"'DATAMATICS.NS',"
DBCORP,D.B.Corp Limited,EQ,.NS,DBCORP.NS,"'DBCORP.NS',"
DBL,Dilip Buildcon Limited,EQ,.NS,DBL.NS,"'DBL.NS',"
DBREALTY,D B Realty Limited,BE,.NS,DBREALTY.NS,"'DBREALTY.NS',"
DBSTOCKBRO,DB (International) Stock Brokers Limited,EQ,.NS,DBSTOCKBRO.NS,"'DBSTOCKBRO.NS',"
DCAL,Dishman Carbogen Amcis Limited,EQ,.NS,DCAL.NS,"'DCAL.NS',"
DCBBANK,DCB Bank Limited,EQ,.NS,DCBBANK.NS,"'DCBBANK.NS',"
DCM,DCM  Limited,BE,.NS,DCM.NS,"'DCM.NS',"
DCMFINSERV,DCM Financial Services Limited,EQ,.NS,DCMFINSERV.NS,"'DCMFINSERV.NS',"
DCMNVL,DCM Nouvelle Limited,BE,.NS,DCMNVL.NS,"'DCMNVL.NS',"
DCMSHRIRAM,DCM Shriram Limited,EQ,.NS,DCMSHRIRAM.NS,"'DCMSHRIRAM.NS',"
DCW,DCW Limited,EQ,.NS,DCW.NS,"'DCW.NS',"
DECCANCE,Deccan Cements Limited,EQ,.NS,DECCANCE.NS,"'DECCANCE.NS',"
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,.NS,DEEPAKFERT.NS,"'DEEPAKFERT.NS',"
DEEPAKNTR,Deepak Nitrite Limited,EQ,.NS,DEEPAKNTR.NS,"'DEEPAKNTR.NS',"
DELTACORP,Delta Corp Limited,EQ,.NS,DELTACORP.NS,"'DELTACORP.NS',"
DELTAMAGNT,Delta Manufacturing Limited,BE,.NS,DELTAMAGNT.NS,"'DELTAMAGNT.NS',"
DEN,Den Networks Limited,EQ,.NS,DEN.NS,"'DEN.NS',"
DENORA,De Nora India Limited,EQ,.NS,DENORA.NS,"'DENORA.NS',"
DGCONTENT,Digicontent Limited,EQ,.NS,DGCONTENT.NS,"'DGCONTENT.NS',"
DHAMPURSUG,Dhampur Sugar Mills Limited,EQ,.NS,DHAMPURSUG.NS,"'DHAMPURSUG.NS',"
DHANBANK,Dhanlaxmi Bank Limited,EQ,.NS,DHANBANK.NS,"'DHANBANK.NS',"
DHANI,Dhani Services Limited,EQ,.NS,DHANI.NS,"'DHANI.NS',"
DHANUKA,Dhanuka Agritech Limited,EQ,.NS,DHANUKA.NS,"'DHANUKA.NS',"
DHARSUGAR,Dharani Sugars & Chemicals Limited,BE,.NS,DHARSUGAR.NS,"'DHARSUGAR.NS',"
DHUNINV,Dhunseri Investments Limited,EQ,.NS,DHUNINV.NS,"'DHUNINV.NS',"
DIAMONDYD,Prataap Snacks Limited,EQ,.NS,DIAMONDYD.NS,"'DIAMONDYD.NS',"
DICIND,DIC India Limited,EQ,.NS,DICIND.NS,"'DICIND.NS',"
DIGISPICE,DiGiSPICE Technologies Limited,BE,.NS,DIGISPICE.NS,"'DIGISPICE.NS',"
DIGJAMLTD,Digjam Limited,BZ,.NS,DIGJAMLTD.NS,"'DIGJAMLTD.NS',"
DISHTV,Dish TV India Limited,EQ,.NS,DISHTV.NS,"'DISHTV.NS',"
DIVISLAB,Divi's Laboratories Limited,EQ,.NS,DIVISLAB.NS,"'DIVISLAB.NS',"
DIXON,Dixon Technologies (India) Limited,EQ,.NS,DIXON.NS,"'DIXON.NS',"
DLF,DLF Limited,EQ,.NS,DLF.NS,"'DLF.NS',"
DLINKINDIA,D-Link (India) Limited,EQ,.NS,DLINKINDIA.NS,"'DLINKINDIA.NS',"
DMART,Avenue Supermarts Limited,EQ,.NS,DMART.NS,"'DMART.NS',"
DNAMEDIA,Diligent Media Corporation Limited,BE,.NS,DNAMEDIA.NS,"'DNAMEDIA.NS',"
DOLLAR,Dollar Industries Limited,EQ,.NS,DOLLAR.NS,"'DOLLAR.NS',"
DONEAR,Donear Industries Limited,EQ,.NS,DONEAR.NS,"'DONEAR.NS',"
DPABHUSHAN,D. P. Abhushan Limited,EQ,.NS,DPABHUSHAN.NS,"'DPABHUSHAN.NS',"
DPSCLTD,DPSC Limited,EQ,.NS,DPSCLTD.NS,"'DPSCLTD.NS',"
DPWIRES,D P Wires Limited,EQ,.NS,DPWIRES.NS,"'DPWIRES.NS',"
DQE,DQ Entertainment (International) Limited,BZ,.NS,DQE.NS,"'DQE.NS',"
DREDGECORP,Dredging Corporation of India Limited,EQ,.NS,DREDGECORP.NS,"'DREDGECORP.NS',"
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,.NS,DRREDDY.NS,"'DRREDDY.NS',"
DSSL,Dynacons Systems & Solutions Limited,EQ,.NS,DSSL.NS,"'DSSL.NS',"
DTIL,Dhunseri Tea & Industries Limited,EQ,.NS,DTIL.NS,"'DTIL.NS',"
DUCON,Ducon Infratechnologies Limited,BE,.NS,DUCON.NS,"'DUCON.NS',"
DVL,Dhunseri Ventures Limited,EQ,.NS,DVL.NS,"'DVL.NS',"
DWARKESH,Dwarikesh Sugar Industries Limited,EQ,.NS,DWARKESH.NS,"'DWARKESH.NS',"
DYNAMATECH,Dynamatic Technologies Limited,EQ,.NS,DYNAMATECH.NS,"'DYNAMATECH.NS',"
DYNPRO,Dynemic Products Limited,EQ,.NS,DYNPRO.NS,"'DYNPRO.NS',"
EASTSILK,Eastern Silk Industries Limited,EQ,.NS,EASTSILK.NS,"'EASTSILK.NS',"
EASUNREYRL,Easun Reyrolle Limited,BZ,.NS,EASUNREYRL.NS,"'EASUNREYRL.NS',"
ECLERX,eClerx Services Limited,EQ,.NS,ECLERX.NS,"'ECLERX.NS',"
EDELWEISS,Edelweiss Financial Services Limited,EQ,.NS,EDELWEISS.NS,"'EDELWEISS.NS',"
EDUCOMP,Educomp Solutions Limited,BZ,.NS,EDUCOMP.NS,"'EDUCOMP.NS',"
EICHERMOT,Eicher Motors Limited,EQ,.NS,EICHERMOT.NS,"'EICHERMOT.NS',"
EIDPARRY,EID Parry India Limited,EQ,.NS,EIDPARRY.NS,"'EIDPARRY.NS',"
EIHAHOTELS,EIH Associated Hotels Limited,EQ,.NS,EIHAHOTELS.NS,"'EIHAHOTELS.NS',"
EIHOTEL,EIH Limited,EQ,.NS,EIHOTEL.NS,"'EIHOTEL.NS',"
EIMCOELECO,Eimco Elecon (India) Limited,EQ,.NS,EIMCOELECO.NS,"'EIMCOELECO.NS',"
EKC,Everest Kanto Cylinder Limited,EQ,.NS,EKC.NS,"'EKC.NS',"
ELECON,Elecon Engineering Company Limited,EQ,.NS,ELECON.NS,"'ELECON.NS',"
ELECTCAST,Electrosteel Castings Limited,EQ,.NS,ELECTCAST.NS,"'ELECTCAST.NS',"
ELECTHERM,Electrotherm (India) Limited,EQ,.NS,ELECTHERM.NS,"'ELECTHERM.NS',"
ELGIEQUIP,Elgi Equipments Limited,EQ,.NS,ELGIEQUIP.NS,"'ELGIEQUIP.NS',"
ELGIRUBCO,Elgi Rubber Company Limited,EQ,.NS,ELGIRUBCO.NS,"'ELGIRUBCO.NS',"
EMAMILTD,Emami Limited,EQ,.NS,EMAMILTD.NS,"'EMAMILTD.NS',"
EMAMIPAP,Emami Paper Mills Limited,EQ,.NS,EMAMIPAP.NS,"'EMAMIPAP.NS',"
EMAMIREAL,Emami Realty Limited,EQ,.NS,EMAMIREAL.NS,"'EMAMIREAL.NS',"
EMKAY,Emkay Global Financial Services Limited,EQ,.NS,EMKAY.NS,"'EMKAY.NS',"
EMMBI,Emmbi Industries Limited,EQ,.NS,EMMBI.NS,"'EMMBI.NS',"
ENDURANCE,Endurance Technologies Limited,EQ,.NS,ENDURANCE.NS,"'ENDURANCE.NS',"
ENERGYDEV,Energy Development Company Limited,EQ,.NS,ENERGYDEV.NS,"'ENERGYDEV.NS',"
ENGINERSIN,Engineers India Limited,EQ,.NS,ENGINERSIN.NS,"'ENGINERSIN.NS',"
ENIL,Entertainment Network (India) Limited,EQ,.NS,ENIL.NS,"'ENIL.NS',"
EPL,EPL Limited,EQ,.NS,EPL.NS,"'EPL.NS',"
EQUITASBNK,Equitas Small Finance Bank Limited,EQ,.NS,EQUITASBNK.NS,"'EQUITASBNK.NS',"
ERIS,Eris Lifesciences Limited,EQ,.NS,ERIS.NS,"'ERIS.NS',"
EROSMEDIA,Eros International Media Limited,EQ,.NS,EROSMEDIA.NS,"'EROSMEDIA.NS',"
ESABINDIA,Esab India Limited,EQ,.NS,ESABINDIA.NS,"'ESABINDIA.NS',"
ESCORTS,Escorts Limited,EQ,.NS,ESCORTS.NS,"'ESCORTS.NS',"
ESSARSHPNG,Essar Shipping Limited,EQ,.NS,ESSARSHPNG.NS,"'ESSARSHPNG.NS',"
ESTER,Ester Industries Limited,EQ,.NS,ESTER.NS,"'ESTER.NS',"
EUROMULTI,Euro Multivision Limited,BZ,.NS,EUROMULTI.NS,"'EUROMULTI.NS',"
EUROTEXIND,Eurotex Industries and Exports Limited,EQ,.NS,EUROTEXIND.NS,"'EUROTEXIND.NS',"
EVEREADY,Eveready Industries India Limited,EQ,.NS,EVEREADY.NS,"'EVEREADY.NS',"
EVERESTIND,Everest Industries Limited,EQ,.NS,EVERESTIND.NS,"'EVERESTIND.NS',"
EXCEL,Excel Realty N Infra Limited,BE,.NS,EXCEL.NS,"'EXCEL.NS',"
EXCELINDUS,Excel Industries Limited,EQ,.NS,EXCELINDUS.NS,"'EXCELINDUS.NS',"
EXIDEIND,Exide Industries Limited,EQ,.NS,EXIDEIND.NS,"'EXIDEIND.NS',"
EXPLEOSOL,Expleo Solutions Limited,EQ,.NS,EXPLEOSOL.NS,"'EXPLEOSOL.NS',"
FACT,Fertilizers and Chemicals Travancore Limited,EQ,.NS,FACT.NS,"'FACT.NS',"
FAIRCHEMOR,Fairchem Organics Limited,EQ,.NS,FAIRCHEMOR.NS,"'FAIRCHEMOR.NS',"
FCL,Fineotex Chemical Limited,EQ,.NS,FCL.NS,"'FCL.NS',"
FCONSUMER,Future Consumer Limited,EQ,.NS,FCONSUMER.NS,"'FCONSUMER.NS',"
FCSSOFT,FCS Software Solutions Limited,BE,.NS,FCSSOFT.NS,"'FCSSOFT.NS',"
FDC,FDC Limited,EQ,.NS,FDC.NS,"'FDC.NS',"
FEDERALBNK,The Federal Bank  Limited,EQ,.NS,FEDERALBNK.NS,"'FEDERALBNK.NS',"
FEL,Future Enterprises Limited,EQ,.NS,FEL.NS,"'FEL.NS',"
FELDVR,Future Enterprises Limited,EQ,.NS,FELDVR.NS,"'FELDVR.NS',"
FIEMIND,Fiem Industries Limited,EQ,.NS,FIEMIND.NS,"'FIEMIND.NS',"
FILATEX,Filatex India Limited,EQ,.NS,FILATEX.NS,"'FILATEX.NS',"
FINCABLES,Finolex Cables Limited,EQ,.NS,FINCABLES.NS,"'FINCABLES.NS',"
FINEORG,Fine Organic Industries Limited,EQ,.NS,FINEORG.NS,"'FINEORG.NS',"
FINPIPE,Finolex Industries Limited,EQ,.NS,FINPIPE.NS,"'FINPIPE.NS',"
FLEXITUFF,Flexituff Ventures International Limited,BE,.NS,FLEXITUFF.NS,"'FLEXITUFF.NS',"
FLFL,Future Lifestyle Fashions Limited,EQ,.NS,FLFL.NS,"'FLFL.NS',"
FLUOROCHEM,Gujarat Fluorochemicals Limited,EQ,.NS,FLUOROCHEM.NS,"'FLUOROCHEM.NS',"
FMGOETZE,Federal-Mogul Goetze (India) Limited.,EQ,.NS,FMGOETZE.NS,"'FMGOETZE.NS',"
FMNL,Future Market Networks Limited,EQ,.NS,FMNL.NS,"'FMNL.NS',"
FORCEMOT,FORCE MOTORS LTD,EQ,.NS,FORCEMOT.NS,"'FORCEMOT.NS',"
FORTIS,Fortis Healthcare Limited,EQ,.NS,FORTIS.NS,"'FORTIS.NS',"
FOSECOIND,Foseco India Limited,EQ,.NS,FOSECOIND.NS,"'FOSECOIND.NS',"
FRETAIL,Future Retail Limited,EQ,.NS,FRETAIL.NS,"'FRETAIL.NS',"
FSC,Future Supply Chain Solutions Limited,EQ,.NS,FSC.NS,"'FSC.NS',"
FSL,Firstsource Solutions Limited,EQ,.NS,FSL.NS,"'FSL.NS',"
GABRIEL,Gabriel India Limited,EQ,.NS,GABRIEL.NS,"'GABRIEL.NS',"
GAEL,Gujarat Ambuja Exports Limited,EQ,.NS,GAEL.NS,"'GAEL.NS',"
GAIL,GAIL (India) Limited,EQ,.NS,GAIL.NS,"'GAIL.NS',"
GALAXYSURF,Galaxy Surfactants Limited,EQ,.NS,GALAXYSURF.NS,"'GALAXYSURF.NS',"
GALLANTT,Gallantt Metal Limited,EQ,.NS,GALLANTT.NS,"'GALLANTT.NS',"
GANDHITUBE,Gandhi Special Tubes Limited,EQ,.NS,GANDHITUBE.NS,"'GANDHITUBE.NS',"
GANECOS,Ganesha Ecosphere Limited,EQ,.NS,GANECOS.NS,"'GANECOS.NS',"
GANESHHOUC,Ganesh Housing Corporation Limited,EQ,.NS,GANESHHOUC.NS,"'GANESHHOUC.NS',"
GANGESSECU,Ganges Securities Limited,EQ,.NS,GANGESSECU.NS,"'GANGESSECU.NS',"
GARFIBRES,Garware Technical Fibres Limited,EQ,.NS,GARFIBRES.NS,"'GARFIBRES.NS',"
GAYAHWS,Gayatri Highways Limited,BE,.NS,GAYAHWS.NS,"'GAYAHWS.NS',"
GAYAPROJ,Gayatri Projects Limited,EQ,.NS,GAYAPROJ.NS,"'GAYAPROJ.NS',"
GBGLOBAL,GB Global Limited,BE,.NS,GBGLOBAL.NS,"'GBGLOBAL.NS',"
GEECEE,GeeCee Ventures Limited,EQ,.NS,GEECEE.NS,"'GEECEE.NS',"
GEEKAYWIRE,Geekay Wires Limited,BE,.NS,GEEKAYWIRE.NS,"'GEEKAYWIRE.NS',"
GENESYS,Genesys International Corporation Limited,BE,.NS,GENESYS.NS,"'GENESYS.NS',"
GENUSPAPER,Genus Paper & Boards Limited,BE,.NS,GENUSPAPER.NS,"'GENUSPAPER.NS',"
GENUSPOWER,Genus Power Infrastructures Limited,EQ,.NS,GENUSPOWER.NS,"'GENUSPOWER.NS',"
GEOJITFSL,Geojit Financial Services Limited,EQ,.NS,GEOJITFSL.NS,"'GEOJITFSL.NS',"
GEPIL,GE Power India Limited,EQ,.NS,GEPIL.NS,"'GEPIL.NS',"
GESHIP,The Great Eastern Shipping Company Limited,EQ,.NS,GESHIP.NS,"'GESHIP.NS',"
GFLLIMITED,GFL Limited,EQ,.NS,GFLLIMITED.NS,"'GFLLIMITED.NS',"
GFSTEELS,Grand Foundry Limited,EQ,.NS,GFSTEELS.NS,"'GFSTEELS.NS',"
GHCL,GHCL Limited,EQ,.NS,GHCL.NS,"'GHCL.NS',"
GICHSGFIN,GIC Housing Finance Limited,EQ,.NS,GICHSGFIN.NS,"'GICHSGFIN.NS',"
GICRE,General Insurance Corporation of India,EQ,.NS,GICRE.NS,"'GICRE.NS',"
GILLANDERS,Gillanders Arbuthnot & Company Limited,EQ,.NS,GILLANDERS.NS,"'GILLANDERS.NS',"
GILLETTE,Gillette India Limited,EQ,.NS,GILLETTE.NS,"'GILLETTE.NS',"
GINNIFILA,Ginni Filaments Limited,EQ,.NS,GINNIFILA.NS,"'GINNIFILA.NS',"
GIPCL,Gujarat Industries Power Company Limited,EQ,.NS,GIPCL.NS,"'GIPCL.NS',"
GKWLIMITED,GKW Limited,BE,.NS,GKWLIMITED.NS,"'GKWLIMITED.NS',"
GLAND,Gland Pharma Limited,EQ,.NS,GLAND.NS,"'GLAND.NS',"
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,EQ,.NS,GLAXO.NS,"'GLAXO.NS',"
GLENMARK,Glenmark Pharmaceuticals Limited,EQ,.NS,GLENMARK.NS,"'GLENMARK.NS',"
GLFL,Gujarat Lease Financing Limited,EQ,.NS,GLFL.NS,"'GLFL.NS',"
GLOBAL,Global Education Limited,EQ,.NS,GLOBAL.NS,"'GLOBAL.NS',"
GLOBALVECT,Global Vectra Helicorp Limited,BZ,.NS,GLOBALVECT.NS,"'GLOBALVECT.NS',"
GLOBE,Globe Textiles (India) Limited,EQ,.NS,GLOBE.NS,"'GLOBE.NS',"
GLOBUSSPR,Globus Spirits Limited,EQ,.NS,GLOBUSSPR.NS,"'GLOBUSSPR.NS',"
GMBREW,GM Breweries Limited,BZ,.NS,GMBREW.NS,"'GMBREW.NS',"
GMDCLTD,Gujarat Mineral Development Corporation Limited,EQ,.NS,GMDCLTD.NS,"'GMDCLTD.NS',"
GMMPFAUDLR,GMM Pfaudler Limited,EQ,.NS,GMMPFAUDLR.NS,"'GMMPFAUDLR.NS',"
GNA,GNA Axles Limited,EQ,.NS,GNA.NS,"'GNA.NS',"
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,.NS,GNFC.NS,"'GNFC.NS',"
GOACARBON,Goa Carbon Limited,BE,.NS,GOACARBON.NS,"'GOACARBON.NS',"
GOCLCORP,GOCL Corporation Limited,EQ,.NS,GOCLCORP.NS,"'GOCLCORP.NS',"
GODFRYPHLP,Godfrey Phillips India Limited,EQ,.NS,GODFRYPHLP.NS,"'GODFRYPHLP.NS',"
GODHA,Godha Cabcon & Insulation Limited,EQ,.NS,GODHA.NS,"'GODHA.NS',"
GODREJAGRO,Godrej Agrovet Limited,EQ,.NS,GODREJAGRO.NS,"'GODREJAGRO.NS',"
GODREJCP,Godrej Consumer Products Limited,EQ,.NS,GODREJCP.NS,"'GODREJCP.NS',"
GODREJIND,Godrej Industries Limited,EQ,.NS,GODREJIND.NS,"'GODREJIND.NS',"
GODREJPROP,Godrej Properties Limited,EQ,.NS,GODREJPROP.NS,"'GODREJPROP.NS',"
GOENKA,Goenka Diamond and Jewels Limited,BZ,.NS,GOENKA.NS,"'GOENKA.NS',"
GOKEX,Gokaldas Exports Limited,EQ,.NS,GOKEX.NS,"'GOKEX.NS',"
GOKUL,Gokul Refoils and Solvent Limited,EQ,.NS,GOKUL.NS,"'GOKUL.NS',"
GOKULAGRO,Gokul Agro Resources Limited,EQ,.NS,GOKULAGRO.NS,"'GOKULAGRO.NS',"
GOLDENTOBC,Golden Tobacco Limited,EQ,.NS,GOLDENTOBC.NS,"'GOLDENTOBC.NS',"
GOLDIAM,Goldiam International Limited,EQ,.NS,GOLDIAM.NS,"'GOLDIAM.NS',"
GOLDTECH,Goldstone Technologies Limited,EQ,.NS,GOLDTECH.NS,"'GOLDTECH.NS',"
GOODLUCK,Goodluck India Limited,EQ,.NS,GOODLUCK.NS,"'GOODLUCK.NS',"
GPIL,Godawari Power And Ispat limited,EQ,.NS,GPIL.NS,"'GPIL.NS',"
GPPL,Gujarat Pipavav Port Limited,EQ,.NS,GPPL.NS,"'GPPL.NS',"
GPTINFRA,GPT Infraprojects Limited,EQ,.NS,GPTINFRA.NS,"'GPTINFRA.NS',"
GRANULES,Granules India Limited,EQ,.NS,GRANULES.NS,"'GRANULES.NS',"
GRAPHITE,Graphite India Limited,EQ,.NS,GRAPHITE.NS,"'GRAPHITE.NS',"
GRASIM,Grasim Industries Limited,EQ,.NS,GRASIM.NS,"'GRASIM.NS',"
GRAVITA,Gravita India Limited,EQ,.NS,GRAVITA.NS,"'GRAVITA.NS',"
GREAVESCOT,Greaves Cotton Limited,EQ,.NS,GREAVESCOT.NS,"'GREAVESCOT.NS',"
GREENLAM,Greenlam Industries Limited,EQ,.NS,GREENLAM.NS,"'GREENLAM.NS',"
GREENPANEL,Greenpanel Industries Limited,EQ,.NS,GREENPANEL.NS,"'GREENPANEL.NS',"
GREENPLY,Greenply Industries Limited,EQ,.NS,GREENPLY.NS,"'GREENPLY.NS',"
GREENPOWER,Orient Green Power Company Limited,BE,.NS,GREENPOWER.NS,"'GREENPOWER.NS',"
GRINDWELL,Grindwell Norton Limited,EQ,.NS,GRINDWELL.NS,"'GRINDWELL.NS',"
GROBTEA,The Grob Tea Company Limited,EQ,.NS,GROBTEA.NS,"'GROBTEA.NS',"
GRPLTD,GRP Limited,EQ,.NS,GRPLTD.NS,"'GRPLTD.NS',"
GRSE,Garden Reach Shipbuilders & Engineers Limited,EQ,.NS,GRSE.NS,"'GRSE.NS',"
GSFC,Gujarat State Fertilizers & Chemicals Limited,EQ,.NS,GSFC.NS,"'GSFC.NS',"
GSPL,Gujarat State Petronet Limited,EQ,.NS,GSPL.NS,"'GSPL.NS',"
GSS,GSS Infotech Limited,EQ,.NS,GSS.NS,"'GSS.NS',"
GTL,GTL Limited,EQ,.NS,GTL.NS,"'GTL.NS',"
GTLINFRA,GTL Infrastructure Limited,EQ,.NS,GTLINFRA.NS,"'GTLINFRA.NS',"
GTPL,GTPL Hathway Limited,EQ,.NS,GTPL.NS,"'GTPL.NS',"
GUFICBIO,Gufic Biosciences Limited,EQ,.NS,GUFICBIO.NS,"'GUFICBIO.NS',"
GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ,.NS,GUJALKALI.NS,"'GUJALKALI.NS',"
GUJAPOLLO,Gujarat Apollo Industries Limited,EQ,.NS,GUJAPOLLO.NS,"'GUJAPOLLO.NS',"
GUJGASLTD,Gujarat Gas Limited,EQ,.NS,GUJGASLTD.NS,"'GUJGASLTD.NS',"
GUJRAFFIA,Gujarat Raffia Industries Limited,BE,.NS,GUJRAFFIA.NS,"'GUJRAFFIA.NS',"
GULFOILLUB,Gulf Oil Lubricants India Limited,EQ,.NS,GULFOILLUB.NS,"'GULFOILLUB.NS',"
GULFPETRO,GP Petroleums Limited,EQ,.NS,GULFPETRO.NS,"'GULFPETRO.NS',"
GULPOLY,Gulshan Polyols Limited,EQ,.NS,GULPOLY.NS,"'GULPOLY.NS',"
GVKPIL,GVK Power  Limited,BZ,.NS,GVKPIL.NS,"'GVKPIL.NS',"
HAL,Hindustan Aeronautics Limited,EQ,.NS,HAL.NS,"'HAL.NS',"
HAPPSTMNDS,Happiest Minds Technologies Limited,EQ,.NS,HAPPSTMNDS.NS,"'HAPPSTMNDS.NS',"
HARRMALAYA,Harrisons  Malayalam Limited,EQ,.NS,HARRMALAYA.NS,"'HARRMALAYA.NS',"
HATHWAY,Hathway Cable & Datacom Limited,EQ,.NS,HATHWAY.NS,"'HATHWAY.NS',"
HATSUN,Hatsun Agro Product Limited,EQ,.NS,HATSUN.NS,"'HATSUN.NS',"
HAVELLS,Havells India Limited,EQ,.NS,HAVELLS.NS,"'HAVELLS.NS',"
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,BE,.NS,HAVISHA.NS,"'HAVISHA.NS',"
HBSL,HB Stockholdings Limited,BE,.NS,HBSL.NS,"'HBSL.NS',"
HCC,Hindustan Construction Company Limited,EQ,.NS,HCC.NS,"'HCC.NS',"
HCG,Healthcare Global Enterprises Limited,EQ,.NS,HCG.NS,"'HCG.NS',"
HCL-INSYS,HCL Infosystems Limited,EQ,.NS,HCL-INSYS.NS,"'HCL-INSYS.NS',"
HCLTECH,HCL Technologies Limited,EQ,.NS,HCLTECH.NS,"'HCLTECH.NS',"
