SYMBOL,NAME OF COMPANY,SERIES,Unnamed: 8,YahooEquiv,Yahoo_Equivalent_Code
MAHABANK,Bank of Maharashtra,EQ,.NS,MAHABANK.NS,"'MAHABANK.NS',"
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,BE,.NS,MAHAPEXLTD.NS,"'MAHAPEXLTD.NS',"
MAHASTEEL,Mahamaya Steel Industries Limited,EQ,.NS,MAHASTEEL.NS,"'MAHASTEEL.NS',"
MAHEPC,Mahindra EPC Irrigation Limited,EQ,.NS,MAHEPC.NS,"'MAHEPC.NS',"
MAHESHWARI,Maheshwari Logistics Limited,BE,.NS,MAHESHWARI.NS,"'MAHESHWARI.NS',"
MAHLIFE,Mahindra Lifespace Developers Limited,EQ,.NS,MAHLIFE.NS,"'MAHLIFE.NS',"
MAHLOG,Mahindra Logistics Limited,EQ,.NS,MAHLOG.NS,"'MAHLOG.NS',"
MAHSCOOTER,Maharashtra Scooters Limited,EQ,.NS,MAHSCOOTER.NS,"'MAHSCOOTER.NS',"
MAHSEAMLES,Maharashtra Seamless Limited,EQ,.NS,MAHSEAMLES.NS,"'MAHSEAMLES.NS',"
MAITHANALL,Maithan Alloys Limited,EQ,.NS,MAITHANALL.NS,"'MAITHANALL.NS',"
MALUPAPER,Malu Paper Mills Limited,BE,.NS,MALUPAPER.NS,"'MALUPAPER.NS',"
MANAKALUCO,Manaksia Aluminium Company Limited,EQ,.NS,MANAKALUCO.NS,"'MANAKALUCO.NS',"
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,.NS,MANAKCOAT.NS,"'MANAKCOAT.NS',"
MANAKSIA,Manaksia Limited,EQ,.NS,MANAKSIA.NS,"'MANAKSIA.NS',"
MANAKSTEEL,Manaksia Steels Limited,EQ,.NS,MANAKSTEEL.NS,"'MANAKSTEEL.NS',"
MANALIPETC,Manali Petrochemicals Limited,EQ,.NS,MANALIPETC.NS,"'MANALIPETC.NS',"
MANAPPURAM,Manappuram Finance Limited,EQ,.NS,MANAPPURAM.NS,"'MANAPPURAM.NS',"
MANGALAM,Mangalam Drugs And Organics Limited,EQ,.NS,MANGALAM.NS,"'MANGALAM.NS',"
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,EQ,.NS,MANGCHEFER.NS,"'MANGCHEFER.NS',"
MANGLMCEM,Mangalam Cement Limited,EQ,.NS,MANGLMCEM.NS,"'MANGLMCEM.NS',"
MANINDS,Man Industries (India) Limited,EQ,.NS,MANINDS.NS,"'MANINDS.NS',"
MANINFRA,Man Infraconstruction Limited,EQ,.NS,MANINFRA.NS,"'MANINFRA.NS',"
MANUGRAPH,Manugraph India Limited,EQ,.NS,MANUGRAPH.NS,"'MANUGRAPH.NS',"
MARALOVER,Maral Overseas Limited,BE,.NS,MARALOVER.NS,"'MARALOVER.NS',"
MARATHON,Marathon Nextgen Realty Limited,EQ,.NS,MARATHON.NS,"'MARATHON.NS',"
MARICO,Marico Limited,EQ,.NS,MARICO.NS,"'MARICO.NS',"
MARINE,Marine Electricals (India) Limited,EQ,.NS,MARINE.NS,"'MARINE.NS',"
MARKSANS,Marksans Pharma Limited,EQ,.NS,MARKSANS.NS,"'MARKSANS.NS',"
MARUTI,Maruti Suzuki India Limited,EQ,.NS,MARUTI.NS,"'MARUTI.NS',"
MASFIN,MAS Financial Services Limited,EQ,.NS,MASFIN.NS,"'MASFIN.NS',"
MASKINVEST,Mask Investments Limited,BE,.NS,MASKINVEST.NS,"'MASKINVEST.NS',"
MASTEK,Mastek Limited,EQ,.NS,MASTEK.NS,"'MASTEK.NS',"
MATRIMONY,Matrimony.Com Limited,EQ,.NS,MATRIMONY.NS,"'MATRIMONY.NS',"
MAWANASUG,Mawana Sugars Limited,BE,.NS,MAWANASUG.NS,"'MAWANASUG.NS',"
MAXHEALTH,Max Healthcare Institute Limited,EQ,.NS,MAXHEALTH.NS,"'MAXHEALTH.NS',"
MAXIND,Max India Limited,EQ,.NS,MAXIND.NS,"'MAXIND.NS',"
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,.NS,MAYURUNIQ.NS,"'MAYURUNIQ.NS',"
MAZDA,Mazda Limited,EQ,.NS,MAZDA.NS,"'MAZDA.NS',"
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,.NS,MAZDOCK.NS,"'MAZDOCK.NS',"
MBAPL,Madhya Bharat Agro Products Limited,BE,.NS,MBAPL.NS,"'MBAPL.NS',"
MBECL,Mcnally Bharat Engineering Company Limited,BE,.NS,MBECL.NS,"'MBECL.NS',"
MBLINFRA,MBL Infrastructures Limited,EQ,.NS,MBLINFRA.NS,"'MBLINFRA.NS',"
MCDHOLDING,McDowell Holdings Limited,BE,.NS,MCDHOLDING.NS,"'MCDHOLDING.NS',"
MCL,Madhav Copper Limited,BE,.NS,MCL.NS,"'MCL.NS',"
MCLEODRUSS,Mcleod Russel India Limited,EQ,.NS,MCLEODRUSS.NS,"'MCLEODRUSS.NS',"
MCX,Multi Commodity Exchange of India Limited,EQ,.NS,MCX.NS,"'MCX.NS',"
MEGASOFT,Megasoft Limited,EQ,.NS,MEGASOFT.NS,"'MEGASOFT.NS',"
MELSTAR,Melstar Information Technologies Limited,BZ,.NS,MELSTAR.NS,"'MELSTAR.NS',"
MENONBE,Menon Bearings Limited,BE,.NS,MENONBE.NS,"'MENONBE.NS',"
MEP,MEP Infrastructure Developers Limited,EQ,.NS,MEP.NS,"'MEP.NS',"
MERCATOR,Mercator Limited,BE,.NS,MERCATOR.NS,"'MERCATOR.NS',"
METKORE,Metkore Alloys & Industries Limited,BZ,.NS,METKORE.NS,"'METKORE.NS',"
METROPOLIS,Metropolis Healthcare Limited,EQ,.NS,METROPOLIS.NS,"'METROPOLIS.NS',"
MFSL,Max Financial Services Limited,EQ,.NS,MFSL.NS,"'MFSL.NS',"
MGEL,Mangalam Global Enterprise Limited,EQ,.NS,MGEL.NS,"'MGEL.NS',"
MGL,Mahanagar Gas Limited,EQ,.NS,MGL.NS,"'MGL.NS',"
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,.NS,MHRIL.NS,"'MHRIL.NS',"
MIDHANI,Mishra Dhatu Nigam Limited,EQ,.NS,MIDHANI.NS,"'MIDHANI.NS',"
MINDACORP,Minda Corporation Limited,EQ,.NS,MINDACORP.NS,"'MINDACORP.NS',"
MINDTECK,Mindteck (India) Limited,EQ,.NS,MINDTECK.NS,"'MINDTECK.NS',"
MIRCELECTR,MIRC Electronics Limited,BE,.NS,MIRCELECTR.NS,"'MIRCELECTR.NS',"
MIRZAINT,Mirza International Limited,EQ,.NS,MIRZAINT.NS,"'MIRZAINT.NS',"
MITTAL,Mittal Life Style Limited,EQ,.NS,MITTAL.NS,"'MITTAL.NS',"
MMFL,MM Forgings Limited,EQ,.NS,MMFL.NS,"'MMFL.NS',"
MMP,MMP Industries Limited,EQ,.NS,MMP.NS,"'MMP.NS',"
MMTC,MMTC Limited,EQ,.NS,MMTC.NS,"'MMTC.NS',"
MODIRUBBER,Modi Rubber Limited,BE,.NS,MODIRUBBER.NS,"'MODIRUBBER.NS',"
MOHITIND,Mohit Industries Limited,BE,.NS,MOHITIND.NS,"'MOHITIND.NS',"
MOIL,MOIL Limited,EQ,.NS,MOIL.NS,"'MOIL.NS',"
MOLDTECH,Mold-Tek Technologies Limited,BE,.NS,MOLDTECH.NS,"'MOLDTECH.NS',"
MOLDTKPAC,Mold-Tek Packaging Limited,EQ,.NS,MOLDTKPAC.NS,"'MOLDTKPAC.NS',"
MONTECARLO,Monte Carlo Fashions Limited,EQ,.NS,MONTECARLO.NS,"'MONTECARLO.NS',"
MORARJEE,Morarjee Textiles Limited,BE,.NS,MORARJEE.NS,"'MORARJEE.NS',"
MOREPENLAB,Morepen Laboratories Limited,EQ,.NS,MOREPENLAB.NS,"'MOREPENLAB.NS',"
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,.NS,MOTILALOFS.NS,"'MOTILALOFS.NS',"
MOTOGENFIN,The Motor & General Finance Limited,BE,.NS,MOTOGENFIN.NS,"'MOTOGENFIN.NS',"
MPHASIS,MphasiS Limited,EQ,.NS,MPHASIS.NS,"'MPHASIS.NS',"
MPSLTD,MPS Limited,EQ,.NS,MPSLTD.NS,"'MPSLTD.NS',"
MRF,MRF Limited,EQ,.NS,MRF.NS,"'MRF.NS',"
MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,.NS,MRPL.NS,"'MRPL.NS',"
MSPL,MSP Steel & Power Limited,EQ,.NS,MSPL.NS,"'MSPL.NS',"
MSTCLTD,Mstc Limited,EQ,.NS,MSTCLTD.NS,"'MSTCLTD.NS',"
MTEDUCARE,MT Educare Limited,EQ,.NS,MTEDUCARE.NS,"'MTEDUCARE.NS',"
MTNL,Mahanagar Telephone Nigam Limited,EQ,.NS,MTNL.NS,"'MTNL.NS',"
MUKANDLTD,Mukand Limited,EQ,.NS,MUKANDLTD.NS,"'MUKANDLTD.NS',"
MUKTAARTS,Mukta Arts Limited,EQ,.NS,MUKTAARTS.NS,"'MUKTAARTS.NS',"
MUNJALAU,Munjal Auto Industries Limited,EQ,.NS,MUNJALAU.NS,"'MUNJALAU.NS',"
MUNJALSHOW,Munjal Showa Limited,EQ,.NS,MUNJALSHOW.NS,"'MUNJALSHOW.NS',"
MURUDCERA,Murudeshwar Ceramics Limited,EQ,.NS,MURUDCERA.NS,"'MURUDCERA.NS',"
MUTHOOTCAP,Muthoot Capital Services Limited,EQ,.NS,MUTHOOTCAP.NS,"'MUTHOOTCAP.NS',"
MUTHOOTFIN,Muthoot Finance Limited,EQ,.NS,MUTHOOTFIN.NS,"'MUTHOOTFIN.NS',"
NACLIND,NACL Industries Limited,EQ,.NS,NACLIND.NS,"'NACLIND.NS',"
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,BE,.NS,NAGAFERT.NS,"'NAGAFERT.NS',"
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,EQ,.NS,NAGREEKCAP.NS,"'NAGREEKCAP.NS',"
NAGREEKEXP,Nagreeka Exports Limited,EQ,.NS,NAGREEKEXP.NS,"'NAGREEKEXP.NS',"
NAHARCAP,Nahar Capital and Financial Services Limited,EQ,.NS,NAHARCAP.NS,"'NAHARCAP.NS',"
NAHARINDUS,Nahar Industrial Enterprises Limited,BE,.NS,NAHARINDUS.NS,"'NAHARINDUS.NS',"
NAHARPOLY,Nahar Poly Films Limited,EQ,.NS,NAHARPOLY.NS,"'NAHARPOLY.NS',"
NAHARSPING,Nahar Spinning Mills Limited,BE,.NS,NAHARSPING.NS,"'NAHARSPING.NS',"
NAM-INDIA,Nippon Life India Asset Management Limited,EQ,.NS,NAM-INDIA.NS,"'NAM-INDIA.NS',"
NATCOPHARM,Natco Pharma Limited,EQ,.NS,NATCOPHARM.NS,"'NATCOPHARM.NS',"
NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,.NS,NATHBIOGEN.NS,"'NATHBIOGEN.NS',"
NATIONALUM,National Aluminium Company Limited,EQ,.NS,NATIONALUM.NS,"'NATIONALUM.NS',"
NAUKRI,Info Edge (India) Limited,EQ,.NS,NAUKRI.NS,"'NAUKRI.NS',"
NAVINFLUOR,Navin Fluorine International Limited,EQ,.NS,NAVINFLUOR.NS,"'NAVINFLUOR.NS',"
NAVKARCORP,Navkar Corporation Limited,EQ,.NS,NAVKARCORP.NS,"'NAVKARCORP.NS',"
NAVNETEDUL,Navneet Education Limited,EQ,.NS,NAVNETEDUL.NS,"'NAVNETEDUL.NS',"
NBCC,NBCC (India) Limited,EQ,.NS,NBCC.NS,"'NBCC.NS',"
NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,.NS,NBIFIN.NS,"'NBIFIN.NS',"
NCC,NCC Limited,EQ,.NS,NCC.NS,"'NCC.NS',"
NCLIND,NCL Industries Limited,EQ,.NS,NCLIND.NS,"'NCLIND.NS',"
NDGL,Naga Dhunseri Group Limited,EQ,.NS,NDGL.NS,"'NDGL.NS',"
NDRAUTO,Ndr Auto Components Limited,EQ,.NS,NDRAUTO.NS,"'NDRAUTO.NS',"
NDTV,New Delhi Television Limited,EQ,.NS,NDTV.NS,"'NDTV.NS',"
NECCLTD,North Eastern Carrying Corporation Limited,EQ,.NS,NECCLTD.NS,"'NECCLTD.NS',"
NECLIFE,Nectar Lifesciences Limited,EQ,.NS,NECLIFE.NS,"'NECLIFE.NS',"
NELCAST,Nelcast Limited,EQ,.NS,NELCAST.NS,"'NELCAST.NS',"
NELCO,NELCO Limited,EQ,.NS,NELCO.NS,"'NELCO.NS',"
NEOGEN,Neogen Chemicals Limited,EQ,.NS,NEOGEN.NS,"'NEOGEN.NS',"
NESCO,Nesco Limited,EQ,.NS,NESCO.NS,"'NESCO.NS',"
NESTLEIND,Nestle India Limited,EQ,.NS,NESTLEIND.NS,"'NESTLEIND.NS',"
NETWORK18,Network18 Media & Investments Limited,EQ,.NS,NETWORK18.NS,"'NETWORK18.NS',"
NEULANDLAB,Neuland Laboratories Limited,EQ,.NS,NEULANDLAB.NS,"'NEULANDLAB.NS',"
NEWGEN,Newgen Software Technologies Limited,EQ,.NS,NEWGEN.NS,"'NEWGEN.NS',"
NEXTMEDIA,Next Mediaworks Limited,BE,.NS,NEXTMEDIA.NS,"'NEXTMEDIA.NS',"
NFL,National Fertilizers Limited,EQ,.NS,NFL.NS,"'NFL.NS',"
NH,Narayana Hrudayalaya Ltd.,EQ,.NS,NH.NS,"'NH.NS',"
NHPC,NHPC Limited,EQ,.NS,NHPC.NS,"'NHPC.NS',"
NIACL,The New India Assurance Company Limited,EQ,.NS,NIACL.NS,"'NIACL.NS',"
NIITLTD,NIIT Limited,EQ,.NS,NIITLTD.NS,"'NIITLTD.NS',"
NILAINFRA,Nila Infrastructures Limited,BE,.NS,NILAINFRA.NS,"'NILAINFRA.NS',"
NILASPACES,Nila Spaces Limited,BE,.NS,NILASPACES.NS,"'NILASPACES.NS',"
NILKAMAL,Nilkamal Limited,EQ,.NS,NILKAMAL.NS,"'NILKAMAL.NS',"
NIPPOBATRY,Indo-National Limited,EQ,.NS,NIPPOBATRY.NS,"'NIPPOBATRY.NS',"
NIRAJ,Niraj Cement Structurals Limited,BE,.NS,NIRAJ.NS,"'NIRAJ.NS',"
NIRAJISPAT,Niraj Ispat Industries Limited,BE,.NS,NIRAJISPAT.NS,"'NIRAJISPAT.NS',"
NITCO,Nitco Limited,EQ,.NS,NITCO.NS,"'NITCO.NS',"
NITINFIRE,Nitin Fire Protection Industries Limited,BZ,.NS,NITINFIRE.NS,"'NITINFIRE.NS',"
NITINSPIN,Nitin Spinners Limited,BE,.NS,NITINSPIN.NS,"'NITINSPIN.NS',"
NKIND,NK Industries Limited,BE,.NS,NKIND.NS,"'NKIND.NS',"
NLCINDIA,NLC India Limited,EQ,.NS,NLCINDIA.NS,"'NLCINDIA.NS',"
NMDC,NMDC Limited,EQ,.NS,NMDC.NS,"'NMDC.NS',"
NOCIL,NOCIL Limited,EQ,.NS,NOCIL.NS,"'NOCIL.NS',"
NOIDATOLL,Noida Toll Bridge Company Limited,BE,.NS,NOIDATOLL.NS,"'NOIDATOLL.NS',"
NORBTEAEXP,Norben Tea & Exports Limited,EQ,.NS,NORBTEAEXP.NS,"'NORBTEAEXP.NS',"
NRAIL,N R Agarwal Industries Limited,EQ,.NS,NRAIL.NS,"'NRAIL.NS',"
NRBBEARING,NRB Bearing Limited,EQ,.NS,NRBBEARING.NS,"'NRBBEARING.NS',"
NSIL,Nalwa Sons Investments Limited,EQ,.NS,NSIL.NS,"'NSIL.NS',"
NTL,Neueon Towers Limited,EQ,.NS,NTL.NS,"'NTL.NS',"
NTPC,NTPC Limited,EQ,.NS,NTPC.NS,"'NTPC.NS',"
NUCLEUS,Nucleus Software Exports Limited,EQ,.NS,NUCLEUS.NS,"'NUCLEUS.NS',"
OAL,Oriental Aromatics Limited,EQ,.NS,OAL.NS,"'OAL.NS',"
OBEROIRLTY,Oberoi Realty Limited,EQ,.NS,OBEROIRLTY.NS,"'OBEROIRLTY.NS',"
OFSS,Oracle Financial Services Software Limited,EQ,.NS,OFSS.NS,"'OFSS.NS',"
OIL,Oil India Limited,EQ,.NS,OIL.NS,"'OIL.NS',"
OLECTRA,Olectra Greentech Limited,EQ,.NS,OLECTRA.NS,"'OLECTRA.NS',"
OMAXAUTO,Omax Autos Limited,EQ,.NS,OMAXAUTO.NS,"'OMAXAUTO.NS',"
OMAXE,Omaxe Limited,EQ,.NS,OMAXE.NS,"'OMAXE.NS',"
ONELIFECAP,Onelife Capital Advisors Limited,BE,.NS,ONELIFECAP.NS,"'ONELIFECAP.NS',"
ONEPOINT,One Point One Solutions Limited,BE,.NS,ONEPOINT.NS,"'ONEPOINT.NS',"
ONGC,Oil & Natural Gas Corporation Limited,EQ,.NS,ONGC.NS,"'ONGC.NS',"
ONMOBILE,OnMobile Global Limited,EQ,.NS,ONMOBILE.NS,"'ONMOBILE.NS',"
ONWARDTEC,Onward Technologies Limited,EQ,.NS,ONWARDTEC.NS,"'ONWARDTEC.NS',"
OPTIEMUS,Optiemus Infracom Limited,BE,.NS,OPTIEMUS.NS,"'OPTIEMUS.NS',"
OPTOCIRCUI,Opto Circuits (India) Limited,BE,.NS,OPTOCIRCUI.NS,"'OPTOCIRCUI.NS',"
ORBTEXP,Orbit Exports Limited,EQ,.NS,ORBTEXP.NS,"'ORBTEXP.NS',"
ORCHPHARMA,Orchid Pharma Limited,BE,.NS,ORCHPHARMA.NS,"'ORCHPHARMA.NS',"
ORICONENT,Oricon Enterprises Limited,BE,.NS,ORICONENT.NS,"'ORICONENT.NS',"
ORIENTALTL,Oriental Trimex Limited,EQ,.NS,ORIENTALTL.NS,"'ORIENTALTL.NS',"
ORIENTBELL,Orient Bell Limited,EQ,.NS,ORIENTBELL.NS,"'ORIENTBELL.NS',"
ORIENTCEM,Orient Cement Limited,EQ,.NS,ORIENTCEM.NS,"'ORIENTCEM.NS',"
ORIENTELEC,Orient Electric Limited,EQ,.NS,ORIENTELEC.NS,"'ORIENTELEC.NS',"
ORIENTHOT,Oriental Hotels Limited,EQ,.NS,ORIENTHOT.NS,"'ORIENTHOT.NS',"
ORIENTLTD,Orient Press Limited,EQ,.NS,ORIENTLTD.NS,"'ORIENTLTD.NS',"
ORIENTPPR,Orient Paper & Industries Limited,EQ,.NS,ORIENTPPR.NS,"'ORIENTPPR.NS',"
ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,.NS,ORISSAMINE.NS,"'ORISSAMINE.NS',"
ORTEL,Ortel Communications Limited,BZ,.NS,ORTEL.NS,"'ORTEL.NS',"
OSWALAGRO,Oswal Agro Mills Limited,EQ,.NS,OSWALAGRO.NS,"'OSWALAGRO.NS',"
PAGEIND,Page Industries Limited,EQ,.NS,PAGEIND.NS,"'PAGEIND.NS',"
PAISALO,Paisalo Digital Limited,EQ,.NS,PAISALO.NS,"'PAISALO.NS',"
PALASHSECU,Palash Securities Limited,BE,.NS,PALASHSECU.NS,"'PALASHSECU.NS',"
PALREDTEC,Palred Technologies Limited,BE,.NS,PALREDTEC.NS,"'PALREDTEC.NS',"
PANACEABIO,Panacea Biotec Limited,EQ,.NS,PANACEABIO.NS,"'PANACEABIO.NS',"
PANACHE,Panache Digilife Limited,EQ,.NS,PANACHE.NS,"'PANACHE.NS',"
PANAMAPET,Panama Petrochem Limited,EQ,.NS,PANAMAPET.NS,"'PANAMAPET.NS',"
PARACABLES,Paramount Communications Limited,EQ,.NS,PARACABLES.NS,"'PARACABLES.NS',"
PARAGMILK,Parag Milk Foods Limited,EQ,.NS,PARAGMILK.NS,"'PARAGMILK.NS',"
PARSVNATH,Parsvnath Developers Limited,BE,.NS,PARSVNATH.NS,"'PARSVNATH.NS',"
PATELENG,Patel Engineering Limited,EQ,.NS,PATELENG.NS,"'PATELENG.NS',"
PATINTLOG,Patel Integrated Logistics Limited,EQ,.NS,PATINTLOG.NS,"'PATINTLOG.NS',"
PCJEWELLER,PC Jeweller Limited,EQ,.NS,PCJEWELLER.NS,"'PCJEWELLER.NS',"
PDMJEPAPER,Pudumjee Paper Products Limited,EQ,.NS,PDMJEPAPER.NS,"'PDMJEPAPER.NS',"
PEARLPOLY,Pearl Polymers Limited,EQ,.NS,PEARLPOLY.NS,"'PEARLPOLY.NS',"
PEL,Piramal Enterprises Limited,EQ,.NS,PEL.NS,"'PEL.NS',"
PENIND,Pennar Industries Limited,EQ,.NS,PENIND.NS,"'PENIND.NS',"
PENINLAND,Peninsula Land Limited,EQ,.NS,PENINLAND.NS,"'PENINLAND.NS',"
PERSISTENT,Persistent Systems Limited,EQ,.NS,PERSISTENT.NS,"'PERSISTENT.NS',"
PETRONET,Petronet LNG Limited,EQ,.NS,PETRONET.NS,"'PETRONET.NS',"
PFC,Power Finance Corporation Limited,EQ,.NS,PFC.NS,"'PFC.NS',"
PFIZER,Pfizer Limited,EQ,.NS,PFIZER.NS,"'PFIZER.NS',"
PFOCUS,Prime Focus Limited,EQ,.NS,PFOCUS.NS,"'PFOCUS.NS',"
PFS,PTC India Financial Services Limited,EQ,.NS,PFS.NS,"'PFS.NS',"
PGEL,PG Electroplast Limited,EQ,.NS,PGEL.NS,"'PGEL.NS',"
PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,.NS,PGHH.NS,"'PGHH.NS',"
PGHL,Procter & Gamble Health Limited,EQ,.NS,PGHL.NS,"'PGHL.NS',"
PGIL,Pearl Global Industries Limited,EQ,.NS,PGIL.NS,"'PGIL.NS',"
PHOENIXLTD,The Phoenix Mills Limited,EQ,.NS,PHOENIXLTD.NS,"'PHOENIXLTD.NS',"
PIDILITIND,Pidilite Industries Limited,EQ,.NS,PIDILITIND.NS,"'PIDILITIND.NS',"
PIIND,PI Industries Limited,EQ,.NS,PIIND.NS,"'PIIND.NS',"
PILANIINVS,Pilani Investment and Industries Corporation Limited,EQ,.NS,PILANIINVS.NS,"'PILANIINVS.NS',"
PILITA,PIL ITALICA LIFESTYLE LIMITED,EQ,.NS,PILITA.NS,"'PILITA.NS',"
PIONEEREMB,Pioneer Embroideries Limited,EQ,.NS,PIONEEREMB.NS,"'PIONEEREMB.NS',"
PITTIENG,Pitti Engineering Limited,EQ,.NS,PITTIENG.NS,"'PITTIENG.NS',"
PKTEA,The Peria Karamalai Tea & Produce Company Limited,BE,.NS,PKTEA.NS,"'PKTEA.NS',"
PLASTIBLEN,Plastiblends India Limited,EQ,.NS,PLASTIBLEN.NS,"'PLASTIBLEN.NS',"
PNB,Punjab National Bank,EQ,.NS,PNB.NS,"'PNB.NS',"
PNBGILTS,PNB Gilts Limited,EQ,.NS,PNBGILTS.NS,"'PNBGILTS.NS',"
PNBHOUSING,PNB Housing Finance Limited,EQ,.NS,PNBHOUSING.NS,"'PNBHOUSING.NS',"
PNC,Pritish Nandy Communications Limited,EQ,.NS,PNC.NS,"'PNC.NS',"
PNCINFRA,PNC Infratech Limited,EQ,.NS,PNCINFRA.NS,"'PNCINFRA.NS',"
PODDARHOUS,Poddar Housing and Development Limited,BE,.NS,PODDARHOUS.NS,"'PODDARHOUS.NS',"
PODDARMENT,Poddar Pigments Limited,EQ,.NS,PODDARMENT.NS,"'PODDARMENT.NS',"
POKARNA,Pokarna Limited,BZ,.NS,POKARNA.NS,"'POKARNA.NS',"
POLYCAB,Polycab India Limited,EQ,.NS,POLYCAB.NS,"'POLYCAB.NS',"
POLYMED,Poly Medicure Limited,EQ,.NS,POLYMED.NS,"'POLYMED.NS',"
POLYPLEX,Polyplex Corporation Limited,EQ,.NS,POLYPLEX.NS,"'POLYPLEX.NS',"
PONNIERODE,Ponni Sugars (Erode) Limited,EQ,.NS,PONNIERODE.NS,"'PONNIERODE.NS',"
POWERGRID,Power Grid Corporation of India Limited,EQ,.NS,POWERGRID.NS,"'POWERGRID.NS',"
POWERINDIA,ABB Power Products and Systems India Limited,EQ,.NS,POWERINDIA.NS,"'POWERINDIA.NS',"
POWERMECH,Power Mech Projects Limited,EQ,.NS,POWERMECH.NS,"'POWERMECH.NS',"
PPAP,PPAP Automotive Limited,EQ,.NS,PPAP.NS,"'PPAP.NS',"
PPL,Prakash Pipes Limited,EQ,.NS,PPL.NS,"'PPL.NS',"
PRAENG,Prajay Engineers Syndicate Limited,BE,.NS,PRAENG.NS,"'PRAENG.NS',"
PRAJIND,Praj Industries Limited,EQ,.NS,PRAJIND.NS,"'PRAJIND.NS',"
PRAKASH,Prakash Industries Limited,EQ,.NS,PRAKASH.NS,"'PRAKASH.NS',"
PRAKASHSTL,Prakash Steelage Limited,BE,.NS,PRAKASHSTL.NS,"'PRAKASHSTL.NS',"
PRAXIS,Praxis Home Retail Limited,EQ,.NS,PRAXIS.NS,"'PRAXIS.NS',"
PRECAM,Precision Camshafts Limited,EQ,.NS,PRECAM.NS,"'PRECAM.NS',"
PRECOT,Precot Limited,BE,.NS,PRECOT.NS,"'PRECOT.NS',"
PRECWIRE,Precision Wires India Limited,EQ,.NS,PRECWIRE.NS,"'PRECWIRE.NS',"
PREMEXPLN,Premier Explosives Limited,EQ,.NS,PREMEXPLN.NS,"'PREMEXPLN.NS',"
PREMIER,Premier Limited,BE,.NS,PREMIER.NS,"'PREMIER.NS',"
PREMIERPOL,Premier Polyfilm Limited,EQ,.NS,PREMIERPOL.NS,"'PREMIERPOL.NS',"
PRESTIGE,Prestige Estates Projects Limited,EQ,.NS,PRESTIGE.NS,"'PRESTIGE.NS',"
PRICOLLTD,Pricol Limited,EQ,.NS,PRICOLLTD.NS,"'PRICOLLTD.NS',"
PRIMESECU,Prime Securities Limited,EQ,.NS,PRIMESECU.NS,"'PRIMESECU.NS',"
PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,.NS,PRINCEPIPE.NS,"'PRINCEPIPE.NS',"
PRIVISCL,Privi Speciality Chemicals Limited,EQ,.NS,PRIVISCL.NS,"'PRIVISCL.NS',"
PRSMJOHNSN,Prism Johnson Limited,EQ,.NS,PRSMJOHNSN.NS,"'PRSMJOHNSN.NS',"
PSB,Punjab & Sind Bank,EQ,.NS,PSB.NS,"'PSB.NS',"
PSPPROJECT,PSP Projects Limited,EQ,.NS,PSPPROJECT.NS,"'PSPPROJECT.NS',"
PTC,PTC India Limited,EQ,.NS,PTC.NS,"'PTC.NS',"
PTL,PTL Enterprises Limited,EQ,.NS,PTL.NS,"'PTL.NS',"
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,.NS,PUNJABCHEM.NS,"'PUNJABCHEM.NS',"
PUNJLLOYD,Punj Lloyd Limited,BZ,.NS,PUNJLLOYD.NS,"'PUNJLLOYD.NS',"
PURVA,Puravankara Limited,EQ,.NS,PURVA.NS,"'PURVA.NS',"
QUESS,Quess Corp Limited,EQ,.NS,QUESS.NS,"'QUESS.NS',"
QUICKHEAL,Quick Heal Technologies Limited,EQ,.NS,QUICKHEAL.NS,"'QUICKHEAL.NS',"
RADAAN,Radaan Mediaworks India Limited,BE,.NS,RADAAN.NS,"'RADAAN.NS',"
RADICO,Radico Khaitan Limited,EQ,.NS,RADICO.NS,"'RADICO.NS',"
RADIOCITY,Music Broadcast Limited,BE,.NS,RADIOCITY.NS,"'RADIOCITY.NS',"
RAIN,Rain Industries Limited,EQ,.NS,RAIN.NS,"'RAIN.NS',"
RAJESHEXPO,Rajesh Exports Limited,EQ,.NS,RAJESHEXPO.NS,"'RAJESHEXPO.NS',"
RAJRATAN,Rajratan Global Wire Limited,EQ,.NS,RAJRATAN.NS,"'RAJRATAN.NS',"
RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ,.NS,RAJSREESUG.NS,"'RAJSREESUG.NS',"
RAJTV,Raj Television Network Limited,EQ,.NS,RAJTV.NS,"'RAJTV.NS',"
